id,member_id,ssn,first_name,last_name,gender,race,language,phone,email,address_line_1,address_line_2,city,state,zip,existing_conditions
575,59-129-3958,,Bobbette,Plumbridge,Female,,,,,02077 Weeping Birch Court,,Roanoke,Virginia,24040,FALSE
576,87-181-6580,,Lemmie,MacElholm,Male,Uruguayan,Swedish,,lmacelholmfz@360.cn,233 Stang Road,,Sacramento,California,94250,TRUE
577,60-201-3369,581-93-5981,Tomas,Scallon,Female,,Telugu,,tscallong0@shareasale.com,93967 Eggendart Center,,Stamford,Connecticut,6905,
578,11-778-0581,,Adella,Chastelain,Female,Dominican (Dominican Republic),Gujarati,,achastelaing1@illinois.edu,263 Everett Court,15357,Erie,Pennsylvania,16565,
579,61-319-5805,,Laurella,Daldan,Male,Blackfeet,Finnish,661-507-8158,ldaldang2@theglobeandmail.com,18 American Ash Place,0,Palmdale,California,93591,TRUE
580,60-243-6465,220-62-1756,Jakie,Anthoin,Male,Guatemalan,,,,63588 Mariners Cove Junction,64,Richmond,Virginia,23289,
581,21-185-0082,646-51-5823,Izak,Sokell,,,,650-493-9559,isokellg4@redcross.org,899 Dwight Terrace,,San Jose,California,95113,
582,42-830-9763,179-21-3050,Hill,Parzizek,Female,Sri Lankan,,,hparzizekg5@time.com,41475 Sage Avenue,,Los Angeles,California,90071,TRUE
583,57-317-2171,,Duffy,Hindenburg,Female,Apache,Aymara,,dhindenburgg6@latimes.com,8563 Northridge Avenue,,Buffalo,New York,14205,FALSE
584,72-799-2692,559-32-8264,Dian,Feaver,Female,,,,dfeaverg7@washingtonpost.com,685 Alpine Place,,Irvine,California,92619,
585,84-143-3838,,Cora,Gavrieli,Female,Central American,,,cgavrielig8@soundcloud.com,3 Brentwood Hill,7,Greeley,Colorado,80638,
586,10-186-4888,,Malachi,Waddie,Female,Micronesian,,,mwaddieg9@xinhuanet.com,38459 Bobwhite Lane,,Van Nuys,California,91406,
587,46-141-7747,,Prescott,Chardin,Female,,Montenegrin,,pchardinga@cyberchimps.com,39691 Linden Street,,Sacramento,California,94263,
588,51-051-9806,,Opaline,Brunsdon,Male,,Bislama,,,9543 Sutherland Avenue,,Pittsburgh,Pennsylvania,15220,
589,88-654-3411,850-33-2432,Carrissa,Portugal,,,Catalan,,,9829 3rd Parkway,9,Santa Rosa,California,95405,
590,01-015-9236,105-63-6749,Sapphira,Ever,,,,860-842-8250,severgd@multiply.com,2 Swallow Hill,,Hartford,Connecticut,6183,
591,57-701-9265,,Lazarus,Quarles,Male,,,,lquarlesge@multiply.com,40 Karstens Pass,,Pittsburgh,Pennsylvania,15266,
592,03-265-8977,479-64-1128,Fairleigh,Bangley,Female,,,,fbangleygf@tinypic.com,9585 Forster Avenue,7158,Los Angeles,California,90189,FALSE
593,54-221-5634,,Adan,Tisor,Female,Potawatomi,Sotho,,,2 Calypso Street,9,Stamford,Connecticut,6912,
594,41-904-4826,,Rhianna,Hender,Female,Uruguayan,Danish,,,0 Mockingbird Point,2,Hartford,Connecticut,6145,
595,90-866-2696,593-59-5528,Aguistin,Cosser,,,Swedish,,acossergi@stanford.edu,06 Bartillon Circle,,Philadelphia,Pennsylvania,19120,TRUE
596,46-015-7726,253-03-4493,Rustin,Maris,Male,Salvadoran,,,rmarisgj@usda.gov,9341 Ridgeway Trail,3,Fullerton,California,92640,
597,46-727-5952,,Lanita,Klageman,,Venezuelan,Dzongkha,,lklagemangk@ocn.ne.jp,5510 Eagle Crest Parkway,,San Diego,California,92191,TRUE
598,91-247-7104,786-21-9348,Korrie,Ruseworth,Male,American Indian and Alaska Native (AIAN),,,,72883 Thierer Park,,Bakersfield,California,93311,FALSE
599,85-969-3604,369-83-4264,Karrah,O'Loughlin,,Eskimo,,,koloughlingm@barnesandnoble.com,21 Forest Crossing,,Hartford,Connecticut,6152,
600,79-942-0444,600-05-0219,Lisabeth,Brede,Female,,Malay,,,1152 Sundown Point,,Danbury,Connecticut,6816,FALSE
601,64-461-9033,305-09-5780,Tarah,Kewish,Male,Nicaraguan,,,tkewishgo@bizjournals.com,43039 Portage Avenue,,Philadelphia,Pennsylvania,19125,
602,27-844-7304,,Burnard,McIlhatton,,,,,bmcilhattongp@dropbox.com,186 Redwing Park,,Hartford,Connecticut,6183,
603,13-351-5287,743-18-7412,Lark,Rozsa,Male,Filipino,Sotho,,lrozsagq@berkeley.edu,7 Brickson Park Avenue,7,Buffalo,New York,14225,
604,39-988-6170,,Jobina,Hilbourne,Male,Thai,,,,4006 Hansons Junction,4,Albany,New York,12205,
605,30-926-2938,,Tasia,Giroldi,Female,Vietnamese,,,tgiroldigs@mac.com,9849 Westport Trail,9,Bronx,New York,10469,FALSE
606,17-465-6214,449-36-4660,Arden,Pasterfield,Male,Potawatomi,,412-299-3099,apasterfieldgt@berkeley.edu,920 Nelson Way,76596,Pittsburgh,Pennsylvania,15279,
607,21-107-2479,,Annamaria,Timblett,Female,Tohono O'Odham,Assamese,,atimblettgu@ucsd.edu,731 Eastlawn Lane,37625,Flushing,New York,11388,FALSE
608,78-857-4687,,Else,Symones,Female,,,,esymonesgv@facebook.com,101 Towne Drive,7825,Wilkes Barre,Pennsylvania,18706,
609,39-499-2214,409-95-7770,Johnathon,Hairyes,Female,Nicaraguan,Japanese,,jhairyesgw@youtu.be,5670 Anderson Place,35,Richmond,California,94807,TRUE
610,53-196-3800,,Kinny,Winnett,,Iroquois,,203-223-9190,kwinnettgx@hibu.com,69 Bowman Hill,86,Stamford,Connecticut,6905,TRUE
611,44-238-0399,174-60-3523,Saundra,Jarrel,Female,Ute,,530-574-7356,sjarrelgy@wunderground.com,15993 Norway Maple Center,32030,Chico,California,95973,
612,86-550-3988,,Roselle,Boniface,,,,212-344-7913,rbonifacegz@ask.com,3 Spohn Alley,,Jamaica,New York,11407,FALSE
613,11-919-7580,859-90-3405,Josepha,Halgarth,Female,American Indian,,,,66259 Dryden Plaza,4,San Diego,California,92153,
614,63-859-2195,671-37-8545,Hector,Alleburton,Female,,Tsonga,412-966-6167,halleburtonh1@utexas.edu,2 Pond Lane,,Pittsburgh,Pennsylvania,15255,
615,95-779-2491,469-32-8926,Catharine,Chittock,,Japanese,Yiddish,,cchittockh2@youtu.be,1 Northwestern Drive,6164,Syracuse,New York,13205,
616,42-955-0180,750-65-8107,Ludovico,Snowling,,Sri Lankan,Kannada,,,9 Novick Point,,Sacramento,California,95833,FALSE
617,06-566-1849,424-67-4519,Bette,Baugham,Female,Thai,,571-658-7591,bbaughamh4@list-manage.com,905 Dawn Road,2118,Vienna,Virginia,22184,
618,66-776-9950,,Codi,Kadar,Female,Osage,,,,46 Mayfield Parkway,,Schenectady,New York,12305,
619,11-106-6339,241-27-9112,Filbert,Pilmore,Female,Iroquois,,858-845-8211,fpilmoreh6@sohu.com,0489 Bobwhite Alley,33,San Diego,California,92105,
620,41-284-0809,191-45-8568,Eleonora,Sinkinson,Female,American Indian,,719-963-2571,,12 Maple Center,,Colorado Springs,Colorado,80945,FALSE
621,07-427-8058,757-50-0924,Stu,Faunt,,,,,sfaunth8@google.co.jp,15 Fair Oaks Park,6867,Jamaica,New York,11407,TRUE
622,95-469-3736,166-91-7125,Lucilia,Souness,Male,Yakama,,412-747-7469,,76 Arapahoe Crossing,24,Pittsburgh,Pennsylvania,15286,
623,89-761-7416,578-02-6593,Anallese,Terrey,,,Māori,,,0 Fremont Point,,Roanoke,Virginia,24009,TRUE
624,09-698-2623,424-40-4587,Meggi,Clevely,Female,Alaska Native,Oriya,571-469-3408,,15 Dapin Drive,934,Richmond,Virginia,23272,
625,81-548-1329,,Shermie,Atwater,Male,Apache,,,satwaterhc@squidoo.com,61 North Terrace,,Fresno,California,93726,TRUE
626,08-357-6414,,Nanci,Baulcombe,,,Punjabi,559-936-8162,nbaulcombehd@theglobeandmail.com,1329 Dapin Junction,31,Fresno,California,93726,
627,88-297-9041,,Rhiamon,Bernat,Female,Chamorro,,,,708 Sachtjen Center,802,Hampton,Virginia,23663,
628,03-285-1658,465-33-7959,Farrah,Gairdner,,,,858-726-8301,,922 Oneill Trail,,San Diego,California,92105,TRUE
629,61-793-6834,403-09-8118,Ailsun,Gleave,,Costa Rican,,303-208-1984,agleavehg@seesaa.net,08002 Kinsman Circle,689,Denver,Colorado,80291,
630,12-083-7897,394-38-5588,Ashton,Seals,Male,,,,asealshh@wikispaces.com,6310 Oak Valley Road,,Petaluma,California,94975,TRUE
631,53-398-7617,185-17-7901,Arv,Widd,Male,South American,Danish,,awiddhi@g.co,689 Texas Way,601,New York City,New York,10155,
632,65-516-2373,,Sybila,De Wolfe,Male,White,Lithuanian,,,0 Armistice Alley,,Richmond,Virginia,23285,TRUE
633,20-676-5211,609-30-8718,Cecil,Devigne,,,Greek,585-858-1224,cdevignehk@wikimedia.org,560 Roxbury Park,,Rochester,New York,14652,FALSE
634,91-233-6139,433-42-8775,Sylvia,Decruse,Female,,,408-691-3938,sdecrusehl@mac.com,734 Old Shore Terrace,,San Jose,California,95113,TRUE
635,64-397-4873,301-51-0303,Cornelia,Ibel,,,Tetum,424-253-8235,,4936 Lerdahl Alley,3,Los Angeles,California,90071,
636,37-462-3696,,Hasheem,Joly,Male,Alaskan Athabascan,Somali,,hjolyhn@fastcompany.com,078 Golf Course Alley,,Santa Cruz,California,95064,
637,80-877-3754,,Sven,Assur,Female,,Amharic,570-944-0512,,699 Lotheville Crossing,,Wilkes Barre,Pennsylvania,18706,TRUE
638,49-482-4316,643-63-1398,Bennie,Ironside,,,Dari,,bironsidehp@prnewswire.com,0483 Glendale Terrace,10511,Bronx,New York,10469,
639,87-410-9851,833-82-2769,Bevon,Rosenau,Male,Paraguayan,Maltese,303-157-6648,,58439 Summer Ridge Junction,,Denver,Colorado,80291,
640,51-470-3959,,Tom,Dudeney,Female,,,,tdudeneyhr@360.cn,06 Morrow Crossing,437,Philadelphia,Pennsylvania,19120,FALSE
641,70-007-3765,164-52-3307,Clari,Willeman,Female,Uruguayan,Japanese,,cwillemanhs@twitpic.com,7 Bowman Lane,54810,Lynchburg,Virginia,24515,
642,33-064-7761,,Wynn,Smalls,,,,,wsmallsht@about.me,852 Londonderry Plaza,,Hartford,Connecticut,6152,TRUE
643,66-428-1080,870-74-1886,Barbaraanne,Wilding,Male,,Estonian,,,133 Texas Pass,1954,Fullerton,California,92835,
644,56-382-1216,,Kally,Hixley,Male,,Nepali,716-765-6098,khixleyhv@mlb.com,1839 Doe Crossing Junction,1605,Buffalo,New York,14205,
645,28-928-2381,,Sheelagh,Pearsall,,Tlingit-Haida,Kyrgyz,,spearsallhw@oaic.gov.au,55 Bartillon Park,,Erie,Pennsylvania,16550,FALSE
646,65-961-4020,755-93-0592,Codie,Andren,,Crow,Swedish,,candrenhx@hatena.ne.jp,242 Kinsman Drive,,Burbank,California,91505,FALSE
647,15-915-4791,653-83-9583,Ken,Weildish,,,,716-311-5886,,68661 Village Green Circle,65,Buffalo,New York,14205,
648,33-117-3885,194-78-6916,Letta,Lange,,Sri Lankan,,626-147-6258,llangehz@state.gov,744 Johnson Point,714,Pasadena,California,91117,
649,20-602-9070,,Osborne,Brigham,Female,Osage,,661-538-7655,obrighami0@shutterfly.com,456 Mariners Cove Lane,,Bakersfield,California,93305,FALSE
650,45-783-6641,131-09-0986,Jermain,Cockarill,,,,,,45 Dorton Center,,Torrance,California,90505,
651,32-537-5326,139-32-6259,Lynnet,Fulleylove,Male,,,650-646-4204,lfulleylovei2@ucla.edu,29 8th Hill,,Pasadena,California,91186,TRUE
652,49-479-1560,,Vale,Frean,Male,Tongan,,,,5119 Walton Street,87619,Topeka,Kansas,66617,
653,33-566-7742,894-92-1741,Jerald,Yearnes,Female,Cuban,Pashto,,jyearnesi4@theguardian.com,3 South Lane,,Sacramento,California,95813,TRUE
654,58-206-2061,,Bonni,Tyrwhitt,,,,,btyrwhitti5@flavors.me,95928 Hallows Circle,,Jamaica,New York,11499,FALSE
655,26-425-1891,,Ryun,Capstack,Female,Potawatomi,,,rcapstacki6@csmonitor.com,3124 Dawn Parkway,,San Diego,California,92191,
656,57-750-4347,612-85-4707,Riane,Thaine,Male,Seminole,Kyrgyz,661-743-7207,,56 Shasta Junction,,Lancaster,California,93584,
657,24-904-2672,550-18-5155,Derk,Thunders,Male,,,661-120-7301,dthundersi8@naver.com,984 Alpine Park,,Palmdale,California,93591,
658,81-043-8625,488-31-2196,Christian,Dalbey,Female,Chamorro,,303-968-5436,,11 Claremont Lane,80672,Denver,Colorado,80249,
659,19-124-5652,684-52-3958,Charmain,Jadczak,,Pakistani,Ndebele,716-285-5646,cjadczakia@ovh.net,789 Carberry Parkway,44080,Buffalo,New York,14205,FALSE
660,14-166-1111,,Port,O'Duggan,Female,,,,podugganib@china.com.cn,718 Schmedeman Place,,Reston,Virginia,22096,
661,30-018-5921,,Rita,Drinkhill,,,Dhivehi,562-701-9939,,37 Cardinal Plaza,,Long Beach,California,90831,
662,20-429-6722,,Timothea,Camacke,Female,,,,,29 Dryden Place,33,Bakersfield,California,93305,
663,63-272-5255,551-19-3804,Chase,McFarlane,Male,Delaware,Danish,,cmcfarlaneie@house.gov,6819 Jenifer Parkway,,Greeley,Colorado,80638,
664,62-478-5430,697-66-7583,Sissie,Lossman,Female,,,,slossmanif@usatoday.com,410 Lindbergh Circle,,Anaheim,California,92825,
665,15-551-5619,532-20-1010,Roxane,Karpenya,Male,,,,rkarpenyaig@slideshare.net,5 Eagan Terrace,,Los Angeles,California,90040,TRUE
666,53-505-3418,540-36-7445,Junia,Salvador,,Pima,,714-891-1202,,0205 Judy Court,7,Fullerton,California,92835,TRUE
667,33-680-0193,238-90-5401,Corbin,Paulitschke,Female,Chinese,,718-394-3359,,397 Meadow Vale Hill,,Staten Island,New York,10305,
668,73-278-2185,314-87-5622,Gerladina,Mounsie,Male,,,303-941-1377,gmounsieij@cyberchimps.com,86277 8th Point,,Denver,Colorado,80279,
669,65-233-1574,577-90-8880,Elwyn,Haughian,,American Indian and Alaska Native (AIAN),Dzongkha,,,4865 Alpine Lane,865,New York City,New York,10105,FALSE
670,88-188-9143,646-60-6108,Elia,Paviour,Female,Colombian,,,epaviouril@yahoo.com,6733 Glendale Street,,Whittier,California,90605,
671,03-859-5536,721-35-8449,Westbrooke,Beldum,,Paraguayan,,,,73334 Scoville Crossing,48,Lynchburg,Virginia,24515,FALSE
672,98-924-5438,219-72-1678,Karilynn,Phripp,,Chippewa,,212-909-4986,,17 Lerdahl Park,80738,New York City,New York,10175,FALSE
673,18-966-8079,,Jay,Kleinhaus,,,,714-873-3408,jkleinhausio@fema.gov,512 Delladonna Hill,,Fullerton,California,92640,
674,63-402-9645,509-20-8783,Patrizia,Bullen,Female,Chilean,Zulu,,,36 Trailsway Road,,Allentown,Pennsylvania,18105,
675,19-962-4367,579-98-7808,Cheryl,Johnes,Male,,Japanese,,cjohnesiq@goodreads.com,183 Huxley Lane,,Santa Barbara,California,93106,
676,18-930-3796,193-80-5975,Hewie,Putten,Female,American Indian,,,hputtenir@ow.ly,71 Roth Park,61,Buffalo,New York,14225,FALSE
677,55-406-8972,256-24-2124,Wesley,Tesmond,,,,714-705-6521,wtesmondis@youtube.com,0 Main Drive,,Fullerton,California,92835,
678,87-504-8185,,Siobhan,Dootson,,Tongan,Hungarian,,,1622 6th Alley,74,Oakland,California,94611,
679,94-887-3184,195-24-2421,Sonnie,Hessenthaler,Male,Black or African American,,,shessenthaleriu@digg.com,06778 Truax Point,,Richmond,Virginia,23203,TRUE
680,91-912-0087,,Lester,MacAskill,,,Northern Sotho,212-970-0117,lmacaskilliv@globo.com,24917 Bobwhite Crossing,52438,Brooklyn,New York,11247,FALSE
681,16-598-7353,121-44-8396,Min,Huton,Female,Chamorro,Swati,585-865-8342,,33 Arizona Plaza,5571,Rochester,New York,14619,FALSE
682,53-431-5658,296-08-5211,Minna,Antonescu,Female,,Khmer,,mantonescuix@ustream.tv,8 Sherman Place,9958,Sacramento,California,94250,
683,81-732-4267,416-68-5277,Prescott,Walshaw,Male,,Northern Sotho,571-540-4646,pwalshawiy@go.com,5818 Hudson Junction,,Richmond,Virginia,23277,
684,85-299-4603,500-06-7666,Suzette,Copo,Female,,Pashto,,scopoiz@weibo.com,7 Eastwood Park,1926,Merrifield,Virginia,22119,FALSE
685,66-254-6071,,Zacherie,Sirmond,Female,,,,zsirmondj0@imageshack.us,2 Cottonwood Plaza,8763,Virginia Beach,Virginia,23459,
686,26-435-5893,,Jesselyn,Beenham,,,,570-534-2436,jbeenhamj1@biblegateway.com,0999 Kim Drive,,Wilkes Barre,Pennsylvania,18706,
687,72-276-2147,271-63-1872,Olag,Ginity,,,,323-908-2043,oginityj2@seesaa.net,91 Blue Bill Park Center,7,Los Angeles,California,90071,
688,00-634-7321,,Egor,Dominguez,Female,Pima,Romanian,408-498-0251,edominguezj3@mlb.com,11 Artisan Crossing,,San Jose,California,95108,TRUE
689,15-467-4429,,Gorden,Lundbeck,,American Indian,Montenegrin,707-655-5805,,193 Sunbrook Court,,Petaluma,California,94975,
690,05-516-2563,142-53-8493,Dorothy,Buncom,Female,Samoan,,,dbuncomj5@ustream.tv,51658 Briar Crest Center,9431,San Rafael,California,94913,
691,46-968-7486,,Kurt,Nehls,,,Malay,626-583-0216,knehlsj6@oaic.gov.au,550 Village Center,,Alhambra,California,91841,
692,33-967-5892,268-48-9962,Flora,Dumingo,Male,Alaskan Athabascan,Greek,,,85841 Green Plaza,36,Santa Ana,California,92725,
693,40-897-2398,,Cherrita,Pietroni,Male,,Nepali,,,312 Parkside Circle,,Syracuse,New York,13205,
694,58-335-1515,,Danita,Ferran,,,,,dferranj9@google.com.au,44850 Kropf Circle,,Los Angeles,California,90045,
695,10-884-5858,,Demetrius,Troyes,,,,703-688-5797,dtroyesja@topsy.com,4 Meadow Valley Way,,Alexandria,Virginia,22301,
696,89-380-5692,,Brear,Flea,,,Arabic,650-256-8873,bfleajb@4shared.com,29 Pearson Trail,5520,Oakland,California,94627,
697,46-451-5426,860-07-2661,Rona,Gaber,Male,Tongan,,,,749 Butternut Court,6098,Springfield,Virginia,22156,
698,62-397-1255,291-95-2033,Porter,Trouel,Male,Ecuadorian,,,ptroueljd@loc.gov,235 Kennedy Center,,Santa Ana,California,92725,FALSE
699,65-358-9849,824-10-6000,Steffane,Gudgen,Male,,,,,4 Karstens Court,,Carlsbad,California,92013,FALSE
700,17-056-5151,,Kenny,Norker,,,Finnish,,knorkerjf@woothemes.com,363 Florence Court,570,New York City,New York,10009,
701,48-149-2119,859-89-8833,Elka,McLeary,,Central American,,415-429-7027,emclearyjg@multiply.com,65270 Longview Alley,7,San Rafael,California,94913,
702,53-332-4281,466-09-3335,Francois,Kamien,Male,,,303-322-4481,fkamienjh@fotki.com,1 Hanson Alley,,Denver,Colorado,80262,
703,90-783-3011,574-95-8242,Frannie,Tainton,Male,Peruvian,Finnish,412-598-5653,ftaintonji@netlog.com,42090 Morningstar Trail,,Pittsburgh,Pennsylvania,15279,
704,94-558-0244,640-62-6869,Jacquenette,Arendsen,Female,Taiwanese,Gujarati,203-848-2538,jarendsenjj@nsw.gov.au,820 Oakridge Center,,Waterbury,Connecticut,6721,
705,06-944-7044,892-67-2597,Corilla,Bohling,,,Moldovan,619-489-0453,cbohlingjk@boston.com,433 Burrows Way,,San Diego,California,92170,
706,50-288-3024,203-63-7480,Crysta,Yurkov,,Delaware,,316-660-0724,cyurkovjl@google.es,3244 Fremont Circle,,Wichita,Kansas,67236,TRUE
707,63-740-9050,266-46-8808,Ardene,Ianson,Female,White,,,aiansonjm@cbc.ca,46 Sachtjen Street,,Richmond,Virginia,23237,
708,84-000-6688,374-87-7482,Viki,Aleso,Male,Puerto Rican,Telugu,212-253-5574,valesojn@sciencedaily.com,52411 Kennedy Avenue,,Jamaica,New York,11470,
709,39-760-6599,723-34-1281,Sisely,Exeter,,Vietnamese,Fijian,562-593-2452,,3598 Larry Hill,,San Francisco,California,94110,
710,10-521-1029,562-76-6234,Annette,Oliver-Paull,,,,913-461-4576,aoliverpaulljp@ycombinator.com,41457 Laurel Trail,,Shawnee Mission,Kansas,66205,FALSE
711,85-577-2209,,Avrom,Fassan,,,Afrikaans,571-632-4176,afassanjq@gov.uk,92404 Lindbergh Circle,,Merrifield,Virginia,22119,TRUE
712,78-066-4458,313-62-1198,Patrizia,Lotte,Male,,Macedonian,,plottejr@edublogs.org,58858 Graceland Street,,Rochester,New York,14609,
713,02-344-3188,,Halimeda,Pringley,Male,,,,,6945 Lake View Point,,Pasadena,California,91131,
714,85-995-6366,298-97-0713,Tadio,Treadgold,Female,American Indian and Alaska Native (AIAN),,,,4852 4th Alley,1,Reading,Pennsylvania,19610,
715,40-315-3232,322-20-5059,Claire,Paintain,Female,,Czech,,cpaintainju@netvibes.com,49 Atwood Alley,4028,Stamford,Connecticut,6912,
716,99-306-9083,506-37-8044,Janis,Prewett,Male,,Dutch,202-374-5734,jprewettjv@msu.edu,2 Roth Way,7217,Alexandria,Virginia,22301,
717,68-499-8313,703-24-0050,Noel,Matusovsky,Male,,,,nmatusovskyjw@pinterest.com,7507 Schlimgen Park,,Hicksville,New York,11854,FALSE
718,46-760-0002,648-15-0108,Manny,Oswald,Male,,,571-138-0578,moswaldjx@netlog.com,2 La Follette Trail,,Alexandria,Virginia,22313,
719,14-755-9955,429-49-0565,Sapphira,Turle,,,,917-187-6561,sturlejy@gravatar.com,005 Bluejay Park,,Bronx,New York,10469,TRUE
720,46-092-5575,598-95-5481,Meier,Ashall,Male,,Estonian,,mashalljz@mysql.com,3219 Rowland Road,,New York City,New York,10150,
721,28-107-9137,478-01-9154,Louis,Fridaye,,,Kazakh,303-749-5117,,9 Northland Lane,,Denver,Colorado,80204,
722,44-539-4090,286-62-6141,Mirilla,McInnerny,,Guamanian,Somali,,,65344 Columbus Parkway,,Inglewood,California,90305,
723,44-002-6659,,Antony,Culleton,Female,Panamanian,,860-333-9749,aculletonk2@wordpress.com,98319 Warrior Junction,,Hartford,Connecticut,6183,TRUE
724,04-183-6925,192-58-5018,Cynde,Brownett,Female,,Kashmiri,917-132-8254,cbrownettk3@go.com,24393 Randy Center,,New York City,New York,10105,
725,17-495-1014,488-86-9150,Willow,Farrin,Female,Colombian,,,wfarrink4@cbc.ca,23 Orin Court,,Glendale,California,91210,FALSE
726,42-656-1135,,Laetitia,Early,Male,Choctaw,Irish Gaelic,970-301-5885,learlyk5@barnesandnoble.com,4700 Service Park,,Greeley,Colorado,80638,TRUE
727,00-767-5274,,Morgen,Revell,,,Icelandic,,mrevellk6@wordpress.org,8 Russell Plaza,,Brooklyn,New York,11247,
728,48-033-1582,,Brandi,Yoakley,,,,,byoakleyk7@sohu.com,45604 Eagle Crest Circle,605,Scranton,Pennsylvania,18505,FALSE
729,23-588-5586,484-74-1971,Benedikt,Ivanichev,Male,Peruvian,Estonian,917-738-6158,,6 Ridgeway Park,505,New York City,New York,10105,
730,93-552-1358,438-94-4844,Jereme,Croll,,Potawatomi,Hungarian,,,09 Granby Crossing,6906,Stockton,California,95205,
731,02-294-1009,485-27-4821,Lazare,Pohls,Male,Laotian,Lao,215-139-5791,,36733 Muir Road,,Philadelphia,Pennsylvania,19172,
732,22-137-8934,639-94-1929,Cristiano,Giacopello,Female,Vietnamese,,,,22 Carpenter Lane,,San Jose,California,95138,
733,12-789-8408,,Hulda,Penner,,,Zulu,212-360-7292,hpennerkc@newsvine.com,66 Warrior Park,,New York City,New York,10160,
734,93-695-4437,,Samuele,Alvar,Male,,Pashto,203-666-5247,salvarkd@yellowbook.com,4 Eggendart Junction,9696,Hartford,Connecticut,6105,TRUE
735,54-041-4124,,Malorie,Vaneev,Male,Delaware,,562-638-6693,mvaneevke@csmonitor.com,70463 Superior Crossing,2989,Los Angeles,California,90045,
736,91-433-6467,263-09-1327,Aubrie,Lawther,,,,434-862-9225,,9 Superior Parkway,,Lynchburg,Virginia,24515,
737,58-101-6180,,Lorianna,Lince,,,Ndebele,619-837-7385,,943 Manitowish Avenue,,San Diego,California,92191,TRUE
738,90-060-5739,719-37-6791,Melodee,Elcom,Female,,,,,62 Northwestern Court,17271,Staten Island,New York,10305,
739,25-101-1046,338-49-7306,Roderic,Jansen,Female,Chamorro,,757-754-2661,rjansenki@opera.com,310 Cody Place,,Newport News,Virginia,23612,FALSE
740,21-366-8639,,Brew,Fanti,Male,,Papiamento,,,72428 Lakewood Gardens Alley,,Pasadena,California,91117,TRUE
741,48-530-2948,,Cammy,Culp,,Blackfeet,Mongolian,213-814-6335,cculpkk@1688.com,773 Mariners Cove Avenue,,Van Nuys,California,91499,
742,29-122-4331,,Patricio,Broxup,,,Georgian,,,715 Saint Paul Plaza,3,Los Angeles,California,90005,FALSE
743,28-026-0042,,Gerik,Wolvey,Male,Cheyenne,,,,57302 Anthes Drive,,Norfolk,Virginia,23514,
744,31-322-6452,380-42-1532,Robbin,Ruprecht,,,,,rruprechtkn@histats.com,1533 Emmet Junction,7014,Sacramento,California,94297,TRUE
745,66-612-8023,679-01-9962,Sergent,Gabbat,Female,Ecuadorian,Gujarati,,sgabbatko@sphinn.com,0 Mcbride Point,,Salinas,California,93907,
746,71-170-0790,783-28-5500,Skye,Shippam,,,New Zealand Sign Language,,sshippamkp@washington.edu,281 Melvin Trail,,Sacramento,California,95894,FALSE
747,43-369-8347,622-27-9477,Flemming,Bredbury,Male,,Fijian,785-529-7358,,229 Mayer Terrace,15436,Topeka,Kansas,66617,
748,48-947-0669,465-43-3252,Brannon,Aliman,Male,,,,balimankr@ucsd.edu,139 Bunker Hill Way,9353,Norfolk,Virginia,23514,
749,34-029-7717,,Archibaldo,Paddie,Female,,,,apaddieks@shop-pro.jp,901 Hoard Street,3,Stamford,Connecticut,6905,TRUE
750,70-032-3408,474-94-1907,Janetta,Blampied,,Tongan,Catalan,,jblampiedkt@parallels.com,2825 Helena Circle,,Lynchburg,Virginia,24515,FALSE
751,87-002-8398,,Ingeberg,Balsdone,Male,,Kannada,516-712-5543,,69 Upham Trail,,Great Neck,New York,11024,
752,15-420-0703,559-21-2477,Creighton,Struthers,,,Lithuanian,203-642-5935,cstrutherskv@wp.com,3 Elka Way,,Stamford,Connecticut,6905,TRUE
753,28-878-3402,,Mead,Archell,Male,,,315-390-8219,marchellkw@xing.com,44 Kinsman Pass,,Rochester,New York,14614,
754,37-852-8383,,Lorry,Weyland,,Cherokee,Armenian,,,2 Portage Alley,167,Aurora,Colorado,80045,
755,02-621-0957,382-35-7686,Engracia,Gluyas,Male,Paraguayan,,,egluyasky@virginia.edu,11 Brown Parkway,,San Jose,California,95123,
756,98-188-4474,,Ashlan,Eagleton,Male,Chamorro,,,,0 Lakewood Gardens Court,,Los Angeles,California,90094,FALSE
757,71-928-1406,800-30-6630,Trista,Pasek,Female,,,,,36043 Blaine Park,,Denver,Colorado,80217,FALSE
758,34-727-7362,,Lucky,Denholm,,,Pashto,707-217-1027,ldenholml1@miibeian.gov.cn,83063 Westport Park,,Petaluma,California,94975,FALSE
759,35-516-2651,377-78-7650,Alan,Giacobbo,Male,Native Hawaiian and Other Pacific Islander (NHPI),,303-651-3453,,8 Myrtle Trail,,Aurora,Colorado,80044,
760,28-016-6147,324-50-8095,Ellerey,Symington,Male,Pueblo,,916-880-5297,esymingtonl3@ycombinator.com,985 Hanson Alley,18562,Sacramento,California,95818,
761,12-065-9371,,Layton,Heaslip,Female,,,215-586-6258,lheaslipl4@dell.com,9906 Derek Place,,Philadelphia,Pennsylvania,19146,
762,64-430-2409,,Tulley,D'Ugo,Male,Cherokee,Tsonga,,,390 Bartillon Center,,Alexandria,Virginia,22313,
763,30-443-2075,574-42-9119,Fran,Elbourn,,Thai,,,felbournl6@cmu.edu,21 Lunder Trail,,Boulder,Colorado,80305,FALSE
